-0.005233909,0.11089078
0.0015414217,0.15006283
0.016928542,0.1934178
0.032680806,0.227804
0.050767478,0.2673778
0.06864861,0.30522755
0.090545096,0.34494886
0.110152505,0.37962797
0.13430466,0.4245457
0.15840323,0.46561685
0.18184704,0.5077168
0.20407584,0.5429331
0.23029386,0.59074605
0.25676295,0.63597536
0.2789462,0.6731939
0.30622378,0.7228044
0.32591674,0.7593799
0.35333583,0.8097173
0.38042018,0.8583978
0.40469578,0.89891475
0.4395105,0.9656966
0.46086973,0.99407774
0.49103022,1.041531
0.51960564,1.0933462
0.5441977,1.1322528
0.57613057,1.1849602
0.6088601,1.2420514
0.64319587,1.2985013
0.6716248,1.3427824
0.69309735,1.3800797
0.7341747,1.4478453
0.76095325,1.4790766
0.8059764,1.5583637
0.8381745,1.608518
0.8781491,1.6763228
0.89592063,1.7022742
0.94407237,1.7920504
0.9668264,1.8292845
0.99843556,1.8712782
1.0478913,1.9486433
1.0704975,1.9815567
1.1125972,2.0370471
1.1446797,2.1009402
1.1795288,2.1390126
1.2023413,2.1733418
1.2390035,2.2429411
1.2597708,2.2731996
1.2758931,2.2960637
1.3124322,2.348815
1.3341881,2.3830824
1.3503652,2.412465
1.3603946,2.4219723
1.3612113,2.4351752
1.3890978,2.4773033
1.3973845,2.4928286
1.418557,2.519229
1.437702,2.5578325
1.4522622,2.57884
1.4643235,2.6024873
1.4684479,2.608013
1.4740033,2.6125736
1.4893783,2.6446543
1.4797704,2.6320648
1.4813246,2.6309311
1.4942894,2.6498365
1.5190929,2.7001736
1.499519,2.671671
1.513259,2.6946306
1.5231061,2.699191
1.5059383,2.6725826
1.528334,2.7257702
1.5106244,2.690078
1.5033679,2.6774883
1.5053657,2.682481
1.5197622,2.708306
1.5060958,2.6921322
1.5117767,2.6880164
1.5127678,2.7008915
1.5059069,2.7022328
1.513315,2.7064462
1.486708,2.6622164
1.4936658,2.6713026
1.4980121,2.700442
1.4939643,2.6893961
1.4877378,2.66971
1.4738487,2.6620371
1.4759189,2.6610353
1.4621648,2.640897
1.4664376,2.6548975
1.4444654,2.6162672
1.4446619,2.6180477
1.4403123,2.6269467
1.4333104,2.6181135
1.4175957,2.5870204
1.408892,2.5782063
1.3931799,2.5642939
1.3884258,2.5585022
1.3603776,2.5163765
1.3578452,2.5172017
1.3344324,2.4720101
1.3310944,2.4767952
1.3005109,2.4296806
1.3000909,2.433429
1.2735573,2.4028804
1.2534616,2.36515
1.2310824,2.340563
1.1940747,2.2775452
1.184192,2.258761
1.1564312,2.2354565
1.1409638,2.213399
1.1234415,2.1866589
1.0977615,2.1551638
1.0813954,2.1145263
1.0532193,2.0800605
1.0527056,2.0805173
1.0239884,2.029197
1.002769,1.9913588
0.99369043,1.973207
0.9842217,1.9547672
0.9663344,1.9177313
0.95810246,1.9037079
0.95320624,1.8967731
0.93779665,1.8607523
0.93799365,1.8516827
0.93047374,1.8330821
0.9206544,1.8157206
0.9092803,1.7689563
0.9183767,1.7695334
0.90953445,1.7502613
0.9194582,1.762858
0.91545373,1.7304658
0.9211247,1.7357426
0.923642,1.7310601
0.92731905,1.7279845
0.93742996,1.740377
0.9241335,1.7024388
0.9359703,1.699783
0.93674356,1.6938361
0.9525757,1.7056332
0.95751995,1.7041235
0.9484464,1.6756035
0.9700389,1.6999322
0.9591075,1.675259
0.9780971,1.6855447
0.9829204,1.6858026
0.9731479,1.6668434
1.001028,1.6901215
1.0040665,1.6998498
1.028283,1.7184416
1.0292251,1.7004431
1.0441275,1.7136803
1.0618466,1.7388053
1.0682683,1.7360637
1.0821217,1.7562248
1.1098614,1.7896395
1.1248682,1.8036523
1.1446478,1.8326172
1.1557174,1.8463762
1.1783838,1.8720918
1.1973336,1.9154584
1.1942074,1.9188845
1.2044562,1.9466969
1.2286878,1.9918723
1.2184393,1.9841889
1.2412359,2.040946
1.2438792,2.0618033
1.2352648,2.0864651
1.2316555,2.0965517
1.2517713,2.1510036
1.2338277,2.1544313
1.2230784,2.1598864
1.2191753,2.1887667
1.2174795,2.2101877
1.2058849,2.218473
1.193471,2.2210774
1.2002522,2.2494247
1.1861495,2.2556114
1.1661925,2.2341604
1.1721138,2.2748098
1.1462507,2.2530887
1.1331023,2.2621527
1.1184354,2.2421837
1.1074808,2.2588408
1.0951313,2.2592175
1.077951,2.2293458
1.0551428,2.2136397
1.0339104,2.190801
1.0100416,2.1562102
1.0152282,2.1734746
0.97936785,2.1219482
0.9811957,2.125654
0.96367013,2.11105
0.9462536,2.0898345
0.9270081,2.0292716
0.93344104,2.0448074
0.92051184,1.9966666
0.90904003,1.9591376
0.9248246,1.9797516
0.9253779,1.9486297
0.9288861,1.9327995
0.93818486,1.9339775
0.9446169,1.9165963
0.96039814,1.926384
0.9646955,1.8882062
0.9684546,1.8724678
0.9893322,1.8777385
1.0074431,1.8856918
1.0150115,1.8586013
1.0203049,1.865004
1.0408973,1.8582119
1.0530512,1.8551127
1.0735892,1.8545141
1.1105139,1.897923
1.1280988,1.9065204
1.1558862,1.9354893
1.1691463,1.9420652
1.1974225,1.9649309
1.207322,1.9624166
1.2488376,2.02756
1.2438508,2.003566
1.2743179,2.0531201
1.2879702,2.0688694
1.2912114,2.086751
1.3049325,2.1135263
1.3254485,2.1611722
1.3137983,2.149557
1.3081398,2.1606796
1.3073506,2.1745653
1.3063436,2.191441
1.2814196,2.1914318
1.2643192,2.1837583
1.2469963,2.187756
1.2241714,2.1689732
1.2014054,2.1740417
1.1783609,2.1761394
1.1507976,2.134492
1.1069,2.0909722
1.0690465,2.044443
1.053375,2.0535307
1.0151538,1.9976162
1.0092947,2.0058243
0.98488635,1.965861
0.9593542,1.9428715
0.9651595,1.9502867
0.941737,1.9271537
0.9350968,1.9124306
0.9267954,1.8962319
0.93683076,1.9110396
0.93251544,1.900911
0.93288845,1.8955108
